incident_id,date,protocol,chain,loss_usd,loss_prevented_usd,is_lif_relevant,ecosystem,scope,authority,time_to_detect_min,time_to_contain_min,containment_success_pct,success_tier,notes,source_type,confidence_level,intervention_source
TETHER-2026-01-11,2026-01-11,Tether/PDVSA,TRON,0.0,182000000.0,False,Non-EVM,Asset,Signer Set,0.0,0.0,100.0,Full (100%),Issuer-controlled freeze of 5 TRON wallets linked to PDVSA. Largest single-day USDT freeze.,news_outlet,high,https://finance.yahoo.com/news/tether-freezes-182m-usdt-largest-105442400.html
FLOWBLOCKCHA-2025-12-27,2025-12-27,Flow Blockchain,Flow,3900000.0,276100000.0,True,App-Chain,Account,Delegated Body,90.0,60.0,85.0,Partial (1-99%),"Isolated Recovery approach: validators halted network, restricted only affected accounts. CGC authorized burns. 87.96B FLOW duplicated (~7B nominal), 99.25% recovered.",official_postmortem,high,https://flow.com/post/dec-27-technical-post-mortem
GNOSISCHAIN-2025-12-15,2025-12-15,Gnosis Chain,Gnosis,0.0,9400000.0,True,EVM,Network,Governance,43200.0,60.0,100.0,Full (100%),"Governance-approved hard fork ~30 days after initial exploit. Soft fork froze funds almost immediately, hard fork redistributed $9.4M. Monerium/Stakewise protected â‚¬3M+. Effective containment time: 1 hour for soft fork.",governance_forum,high,https://forum.gnosis.io/t/balancer-hack-hard-fork/11884
BERACHAINBEX-2025-11-03,2025-11-03,Berachain BEX,Berachain,0.0,12800000.0,True,Other/Multi,Network,Signer Set,30.0,30.0,100.0,Full (100%),Validators coordinated 30-hour network halt. White-hat cooperation recovered all $12.8M+ via pre-signed transactions. Emergency hard-fork executed.,social_media,high,https://x.com/berachain/status/1986952318068146323
SONIC-2025-11-03,2025-11-03,Sonic/Beets,Sonic,3195082.0,874380.0,True,EVM,Account,Signer Set,59.0,120.0,21.5,Partial (1-99%),"Sonic Labs deployed freezeAccount (commit b584c86) ~2hrs after exploit. Beets affected pools: stS/S, wOS/S. Freeze was effective for native $S tokens (21.5% of total value), but permit bypass allowed moving stS tokens. Total value at risk: $4.07M. $3.2M lost, $0.87M frozen.",social_media,high,https://x.com/SonicLabs/status/1985401737096671549
BALANCER-2025-11-03,2025-11-03,Balancer V2,Multi-chain,94876000.0,45700000.0,True,EVM,Protocol,Signer Set,21.0,21.0,100.0,Full (100%),"$94.8M exploit via CSP rounding bug (v5 hacked). Hypernative detected at 07:52 UTC; CSPv6 paused at 08:07 UTC ($19.3M protected). StakeWise recovered $21.8M, whitehats $4.6M. Total $45.7M protected/recovered.",official_postmortem,high,https://x.com/Balancer/status/1986104426667401241
LIQWID-2025-10-15,2025-10-15,Liqwid,Cardano,0.0,0.0,False,EVM,Protocol,Delegated Body,0.0,45.0,100.0,Full,Pause guardian multisig halted all markets during ADA flash crash; kill switch exists separately.,social_media,high,https://x.com/liqwidfinance/status/1976778373168087162
SUI-2025-05-22,2025-05-22,Sui/Cetus,Sui,223000000.0,162000000.0,False,Non-EVM,Account,Governance,0.0,120.0,73.0,Partial (1-99%),~$223M stolen. Validators froze 2 attacker addresses; 90.9% stake vote authorized recovery into recovery multisig.,official_postmortem,high,https://blog.sui.io/cetus-incident-response-onchain-community-vote/
CORKPROTOCOL-2025-05-28,2025-05-28,Cork Protocol,Ethereum,12000000.0,20000000.0,True,EVM,Protocol,Signer Set,4.0,54.0,63.0,Partial (1-99%),"Uniswap v4 hook exploit. Hypernative alerted at 11:43 UTC (4 min after exploit). War room with Spearbit, Quantstamp, Certora. All contracts paused by 12:33 UTC. ~$20M in other vaults protected (est.).",official_postmortem,high,https://www.cork.tech/blog/post-mortem
DELTAPRIME-2024-11-11,2024-11-11,DeltaPrime,Multi-chain,4750000.0,0.0,True,EVM,Protocol,Signer Set,0.0,10.0,0.0,Reactive (0%),"$4.75M exploit via claimRewards() vulnerability. Attack began 07:35 UTC, war room assembled by 07:50 UTC. Protocol paused within 10 minutes. Attackers mimicked LFJ contracts to bypass solvency checks. rTKN reimbursement plan implemented for users.",official_postmortem,high,https://medium.com/@DeltaPrimeDefi/deltaprime-post-mortem-reimbursement-plan-07-12-2024-2d654912715b
RADIANTCAPIT-2024-10-16,2024-10-16,Radiant Capital,Multi-chain,50000000.0,0.0,True,EVM,Protocol,Delegated Body,0.0,30.0,0.0,Reactive (0%),"$50M exploit via compromised developer devices (3 hardware wallets). Attack began 15:46 UTC, detected immediately. Protocol paused across all chains by 17:40 UTC. Sophisticated attack bypassed front-end verification in Safe{Wallet}. Compromised signers removed from multisig by 22:10 UTC.",official_postmortem,high,https://medium.com/@RadiantCapital/radiant-post-mortem-fecd6cd38081
SONNEFINANCE-2024-05-14,2024-05-14,Sonne Finance,Optimism,20000000.0,6500000.0,True,Other/Multi,Protocol,Signer Set,25.0,30.0,32.5,Partial (1-99%),"$20M donation attack on newly deployed VELO markets. Attack executed after 2-day timelock expired. Whitehat saved $6.5M by front-running with $100 VELO. Team detected incident 25 minutes after exploit, paused all Optimism markets within 30 minutes.",official_postmortem,high,https://medium.com/@SonneFinance/post-mortem-sonne-finance-exploit-12f3daa82b06
PLAYDAPP-2024-02-09,2024-02-09,PlayDapp,Multi-chain,290000000.0,32000000.0,True,EVM,Asset,Signer Set,4320.0,120.0,11.0,Partial (1-99%),"Private key compromise via phishing led to unauthorized minting of 1.79B PLA ($290M). Team failed to detect first attack until second attack 72 hours later. Once detected, hacker paused contract within 2 hours. Only $32M was liquidated before exchanges froze deposits. Response time: 2 hours after detection.",official_postmortem,high,https://medium.com/nefture/playdapp-exploit-post-mortem-of-a-290m-heist-f6803349cde8
STAKEWISE-2025-11-04,2025-11-04,StakeWise,Ethereum,0.0,20700000.0,False,EVM,Account,Delegated Body,0.0,12.4,100.0,Full (100%),"Emergency multisig (7 members) executed 90-minute recovery operation after Balancer V2 exploit. Burned 5,041 osETH ($19M) and 13,495 osGNO ($1.7M) from attacker, re-minted to DAO. 75% of stolen osTokens recovered. Followed by SWIP-37 to renounce contract ownership.",governance_forum,high,https://forum.stakewise.io/t/swip-37-renounce-oseth-osgno-token-contract-ownership-from-the-dao-address/1990
DYDX-2023-11-07,2023-11-07,dYdX,dYdX Chain,9000000.0,0.0,True,EVM,Module,Delegated Body,2880.0,2880.0,0.0,Reactive (0%),"Coordinated attack across SUSHI and YFI markets. Attacker used 100+ wallets to build leveraged long positions, manipulated spot prices, and withdrew profits. dYdX responded within 2 days with: 1) 100% margin requirements, 2) Reduced position sizes, 3) Enhanced monitoring. $9M insurance fund loss. Incident led to improved risk controls and automatic margin adjustments in dYdX v4.",official_postmortem,high,https://dydx.exchange/blog/sushi-yfi-incident
CURVE-2023-07-30,2023-07-30,Curve Finance,Ethereum,50900000.0,5400000.0,True,EVM,Module,Delegated Body,0.0,30.0,9.6,Partial (1-99%),"Vyper compiler bug (v0.2.15-0.3.0) caused reentrancy guard failure. 4 distinct exploits: pETH/ETH ($11M), msETH/ETH ($3.4M), alETH/ETH ($22.6M), CRV/ETH ($19.3M). Whitehat recovered $5.4M from CRV/ETH pool. Emergency subDAO killed gauge emissions. Bug patched in v0.3.1.",security_firm,high,https://hackmd.io/@LlamaRisk/BJzSKHNjn
MAKERDAO-2023-03-11,2023-03-11,MakerDAO,Ethereum,0.0,0.0,True,EVM,Module,Governance,0.0,7200.0,100.0,Full (100%),Emergency governance vote to pause PSM during USDC depeg. 120-minute vote.,governance_forum,high,https://forum.sky.money/t/emergency-proposal-risk-and-governance-parameter-changes-11-march-2023/20125
AAVEV2-2022-11-22,2022-11-22,Aave v2,Ethereum,0.0,0.0,True,EVM,Module,Governance,0.0,60.0,100.0,Full (100%),Guardian paused CRV market borrowing during Curve exploit concern. Module-level pause.,governance_forum,high,https://governance.aave.com/t/blameless-post-mortem-curve-aug-8-2023/14386
BNBCHAIN-2022-10-06,2022-10-06,BNB Chain,BNB,570000000.0,15000000.0,True,EVM,Network,Signer Set,0.0,300.0,2.6,Partial (1-99%),"BSC Token Hub bridge exploit via forged proof verification bug. 2M BNB ($570M) minted and taken. Validators coordinated 5-hour synchronized pause/resume among 26+ validators. $15M secured in exploiter's address through coordinated freeze. First pause in BSC history.",official_postmortem,high,https://www.bnbchain.org/en/blog/bnb-chain-a-decentralized-response
CIRCLE-2022-08-08,2022-08-08,Circle/Tornado Cash,Ethereum,0.0,75000.0,False,Other/Multi,Asset,Signer Set,0.0,0.0,100.0,Full,"Centre consortium (Circle + Coinbase) blacklisted Tornado Cash wallets following OFAC sanctions. 75,000 USDC frozen across sanctioned addresses including Tornado Cash's USDC pool. Blacklist function 'blacklist(address investor)' blocks transfers from sanctioned addresses. Circle confirmed compliance with OFAC requirements. Previous similar action: $100k frozen in July 2020.",news_outlet,high,https://www.theblock.co/post/162172/circle-freezes-usdc-funds-in-tornado-cashs-us-treasury-sanctioned-wallets
RONINBRIDGE-2022-03-29,2022-03-29,Ronin Bridge,Ronin,625000000.0,187500000.0,True,App-Chain,Account,Signer Set,8640.0,8640.0,30.0,Partial (1-99%),"Sky Mavis validator nodes compromised via spear-phishing. Attacker gained 5/9 validator keys (4 Sky Mavis + 1 Axie DAO) by exploiting gas-free RPC access. 173,600 ETH + 25.5M USDC ($625M total) drained in two transactions. Discovered 6 days later (Mar 29). $187.5M recovered via law enforcement/FBI action against North Korean Lazarus Group. Security upgrades: increased validators to 11+, targeting 21+, zero-trust model, $1M bug bounty.",official_postmortem,high,https://roninchain.com/blog/posts/back-to-building-ronin-security-breach-6513cc78a5edc1001b03c364
HARMONYBRIDG-2022-06-23,2022-06-23,Harmony Bridge,Harmony,99600000.0,0.0,True,Other/Multi,Network,Signer Set,0.0,240.0,0.0,Reactive (0%),"Horizon bridge compromised via phishing attack on 2-of-5 multi-signature wallet. Attackers gained internal server access, installed trojan on employee laptop, obtained private keys and non-public bridge code. $99.6M stolen, consolidated to ETH, laundered through Tornado Cash/Railgun. Harmony offered $10M bounty (increased from $1M), no recovery. Subsequent Trustless BTC bridge pause to protect users.",security_firm,high,https://www.elliptic.co/hubfs/Harmony%20Horizon%20Bridge%20Hack%20P1%20briefing%20note%20final.pdf
BADGERDAO-2021-12-02,2021-12-02,Badger DAO,Ethereum,120000000.0,0.0,True,EVM,Protocol,Signer Set,0.0,120.0,0.0,Reactive (0%),"Front-end compromise via Cloudflare API key breach. Attacker injected malicious script into BadgerDAO website, tricking users into approving malicious transactions. 900 BTC ($50.8M) stolen from single user, total $120.3M across multiple users. Protocol paused all smart contracts to prevent further withdrawals. Most users interact via front-end rather than direct contract calls.",news_outlet,high,https://www.theblock.co/post/126072/defi-protocol-badgerdao-exploited-for-120-million-in-front-end-attack
CREAMFINANCE-2021-10-27,2021-10-27,Cream Finance,Ethereum,136000000.0,9420000.0,True,EVM,Protocol,Signer Set,0.0,15.0,0.0,Reactive (0%),"Complex flash loan exploit targeting price calculation of wrappable tokens. Attacker used two addresses to manipulate yUSDVault share price via $500M deposits, borrowed against inflated collateral. Stole $136M, protocol paused v1 markets and disabled wrappable token supply/borrow. Yearn recovered $9.42M 'donated' to yUSD vault during attack. Third exploit for C.R.E.A.M. in 2021.",security_firm,medium,https://www.merklescience.com/blog/hack-track-analysis-of-c-r-e-a-m-finance-hack
POLYNETWORK-2021-08-10,2021-08-10,Poly Network,Multi-chain,611000000.0,578000000.0,True,EVM,Network,Delegated Body,0.0,1440.0,94.6,Partial (1-99%),"Cross-chain bridge exploit via verifyHeaderAndExecuteTx vulnerability. Attacker 'Mr. White Hat' (pseudonym) specified own contract as trusted partner, stole $611M across Ethereum/BSC/Polygon. $33M in USDT frozen by Tether. Recovery via on-chain negotiation, community pressure, and attacker cooperation. Attacker returned $578M and released access to multisig wallet holding remaining funds by Aug 11. Donated $525,000 to community, later returned to Poly Network.",security_firm,high,https://www.chainalysis.com/blog/poly-network-hack-august-2021/
TETHER-2017-11-21,2017-11-21,Tether,Omni,30950000.0,0.0,True,Other/Multi,Asset,Signer Set,0.0,60.0,100.0,Full (100%),"$30.95M USDT stolen from treasury wallet on Nov 19, 2017 via unauthorized transfer to Bitcoin address. Tether issued software update to blacklist attacker address and prevent movement of stolen coins. Required all users to install update immediately. Several crypto exchanges froze Tether trading. Linked to Bitfinex hack context.",news_outlet,high,https://www.bbc.com/news/technology-42065724
VECHAIN-2019-12-13,2019-12-13,VeChain,VeChain,6500000.0,4300000.0,True,EVM,Account,Governance,0.0,10080.0,66.0,Partial (1-99%),"1.1B VET tokens ($6.5M) stolen from authority masternode account. Community governance vote authorized validator-enforced blocklist of 469 addresses, freezing 727M VET tokens. 373M VET tokens were laundered/unrecoverable.",social_media,high,https://x.com/vechainofficial/status/1988689432829108252
ETHEREUMDAOF-2016-06-17,2016-06-17,Ethereum DAO Fork,Ethereum,60000000.0,60000000.0,True,EVM,Network,Governance,0.0,2592000.0,100.0,Full (100%),Funds were returned via a community-authorized hard fork (~31 days after hack). The attacker had to wait 28 days to withdraw due to the DAO contract's lock period; providing time for the fork. This action created the Ethereum Classic chain.,historical_record,high,https://ethereumclassic.org
MAKINAFINANC-2026-01-20,2026-01-20,Makina Finance,Ethereum,4130000.0,,True,EVM,Protocol,Delegated Body,1.0,60.0,0.0,Reactive (0%),"Oracle manipulation via share price oracle using 280M USDC flash loan. MEV bots front-ran attacker, capturing most funds.",rekt_news,high,https://rekt.news/makina-rekt
REVESTFINANC-2022-03-27,2022-03-27,Revest Finance,Ethereum,2000000.0,1150000.0,True,EVM,Protocol,Signer Set,43.0,94.0,36.5,Partial (1-99%),Reentrancy in the ERC1155 minting routine (FNFTHandler) allowed the attacker to overwrite position values by depositing extra funds before the ID counter was updated.,official_postmortem,medium,https://revestfinance.medium.com/revest-protocol-exploit-recovery-plan-b06ca33fbdf5
TAPIOCADAO-2024-10-18,2024-10-18,Tapioca DAO,Arbitrum,4750000.0,3350000.0,True,EVM,Protocol,Signer Set,69.0,13.0,70.0,Partial (1-99%),Tapioca DAO exploit (.75M). Hypernative/Team detected in 69 mins. Team removed LP (k) and counter-exploited hacker (.65M) within minutes. .35M saved.,official_postmortem,high,https://mirror.xyz/tapiocada0.eth/RVcRuKmJAavD05ObYsyYOHLDJ4gkEZKwyY_Y0Gx6gNc
PARASWAPV6-2024-03-20,2024-03-20,ParaSwap (Augustus V6),Multi-chain,1124000.0,3400000.0,True,EVM,Asset,Signer Set,15.0,60.0,75.0,Partial (1-99%),Augustus V6 vulnerability. David Benchimol reported on Mar 19. Team disabled API/V6 immediately. Daniel Von Fange and 0xc0ffeebabe rescued .4M. k later returned.,official_postmortem,high,https://medium.com/@ParaSwap/post-mortem-augustus-v6-vulnerability-of-march-20th-2024-5df663a4bf01
PRIMITIVE-2021-02-21,2021-02-21,Primitive Finance,Ethereum,0.0,1300000.0,True,EVM,Asset,Signer Set,60.0,600.0,98.0,Full (100%),Primitive Finance vulnerability (.3M at risk). Team executed whitehat rescue and frontend approval reset. 98% saved.,official_postmortem,high,https://medium.com/@primitivefinance/postmortem-on-the-primitive-finance-whitehack-of-february-21st-2021-17446c0f3122
WOOX-2025-07-24,2025-07-24,WOO X,Multi-chain,14000000.0,0.0,False,CeFi,Account,Signer Set,110.0,110.0,0.0,Reactive (0%),WOO X phishing breach (M). North Korean group access. Team detected 9 account drains in 110 mins and suspended platform-wide withdrawals.,official_postmortem,high,https://woox.io/blog/july-24th-security-incident-post-mortem
JETPROT-2021-12-21,2021-12-21,Jet Protocol,Solana,0.0,20000000.0,True,Non-EVM,Module,Signer Set,120.0,240.0,100.0,Full (100%),Jet Protocol array iteration bug (M at risk). Responsible disclosure. Team patched on mainnet within hours of discovery.,social_media,high,https://x.com/CharlieYouAI/status/1508842093514567687
IPORFUSION-2026-01-07,2026-01-07,IPOR Fusion,Arbitrum,98000.0,0.0,True,EVM,Module,Signer Set,15.0,60.0,0.0,Reactive (0%),IPOR Fusion legacy vault exploit. Missing fuse validation. Team remediated through fuse controls.,official_postmortem,high,https://medium.com/@ipor-labs/post-mortem-ipor-usdc-optimizer-arbitrum-vault-exploit-aff11fd01b62
RAYDIUM-2022-12-16,2022-12-16,Raydium,Solana,2200000.0,0.0,True,Non-EVM,Protocol,Signer Set,0.0,244.0,0.0,Reactive (0%),Raydium admin key compromise (.2M). Attacker used withdraw_pnl. Team revoked authority in 244 mins.,security_firm,high,https://www.certik.com/resources/blog/raydium-protocol-exploit-incident-analysis
SOLANAELF-2024-08-08,2024-08-08,Solana (Core),Solana,0.0,0.0,True,Non-EVM,Protocol,Signer Set,1440.0,360.0,100.0,Full (100%),Solana ELF address alignment vulnerability. Coordinated private patch (Signer Set) prevented exploit.,official_postmortem,high,https://medium.com/@nitin132/the-history-of-solana-security-incidents-a-comprehensive-analysis-8f217c6971e6
DEXX-2024-11-16,2024-11-16,DEXX,Solana,30000000.0,0.0,False,Non-EVM,Account,Signer Set,120.0,120.0,0.0,Reactive (0%),DEXX terminal private key leak (M). Team suspended operations immediately upon detection.,unofficial_postmortem,high,https://medium.com/@nitin132/the-history-of-solana-security-incidents-a-comprehensive-analysis-8f217c6971e6
UXDCONTAGION-2022-10-11,2022-10-11,UXD Protocol,Solana,20000000.0,0.0,True,Non-EVM,Module,Signer Set,60.0,60.0,0.0,Reactive (0%),UXD exposure to Mango exploit (M loss). Team suspended minting (Module skip) immediately.,unofficial_postmortem,high,https://www.helius.dev/blog/solana-hacks
TULIPCONTAGION-2022-10-11,2022-10-11,Tulip Protocol,Solana,2500000.0,0.0,True,Non-EVM,Module,Signer Set,60.0,60.0,0.0,Reactive (0%),Tulip exposure to Mango exploit (.5M loss). Team suspended affected strategy module.,official_postmortem,high,https://medium.com/@nitin132/the-history-of-solana-security-incidents-a-comprehensive-analysis-8f217c6971e6
SOLENDUSDH-2022-11-02,2022-11-02,Solend,Solana,1260000.0,0.0,True,Non-EVM,Module,Signer Set,136.0,26.0,0.0,Reactive (0%),Solend USDH oracle manipulation (.26M). Team set LTV to 0 in 26 mins from detection.,unofficial_postmortem,high,https://medium.com/@nitin132/the-history-of-solana-security-incidents-a-comprehensive-analysis-8f217c6971e6
EXACTLY-2023-08-18,2023-08-18,Exactly Protocol,Optimism,7612038.0,0.0,False,EVM,Protocol,Signer Set,60.0,114.0,10.0,Partial (1-99%),DebtManager exploit. Signer set executed protocol-wide pause in 114 mins.,official_postmortem,high,https://medium.com/@exactly_protocol/exactly-protocol-incident-post-mortem-b4293d97e3ed
MONOX-2021-11-30,2021-11-30,MonoX,Ethereum,31400000.0,0.0,True,EVM,Protocol,Signer Set,120.0,390.0,0.0,Reactive (0%),Price manipulation. Team paused contract in 390 mins.,official_postmortem,high,https://medium.com/monoswap/exploit-post-mortem-33921a779b43
GAMEE-2024-01-22,2024-01-22,GAMEE,Polygon,16352814.0,0.0,True,EVM,Asset,Signer Set,9.0,19.0,15.0,Partial (1-99%),Key compromise. Team changed ownership and halted liquidity in <20 mins.,official_postmortem,high,https://medium.com/@gamee/gamee-security-update-january-22nd-2024-51e0676a6d68
SABER-2022-03-23,2022-03-23,Saber,Solana,48000000.0,0.0,False,Non-EVM,Protocol,Signer Set,90.0,120.0,0.0,Reactive (0%),Cashio response. Saber team frozen stablecoin pools in 120 mins.,rekt_news,high,https://rekt.news/cashio-rekt/
SOLEND-2021-08-19,2021-08-19,Solend,Solana,16000.0,2000000.0,False,Non-EVM,Module,Signer Set,41.0,70.0,98.4,Full (100%),"Solend Authorization Incident. Team corrected config via Signer Set, preventing a drain.",unofficial_statement,high,https://www.quadrigainitiative.com/casestudy/solendinsecureauthenticationcheck.php
CREMAFINANCE-2025-05-22,2025-05-22,Crema Finance,Solana,8780000.0,7180000.0,False,Non-EVM,Protocol,Signer Set,0.0,1440.0,81.8,Partial (1-99%),~$8.78M stolen. Attacker exploited tick account manipulation to claim excessive fees. $800k bounty offered; no return observed. 81.8% recovered via negotiation.,security_firm,high,https://www.certik.com/resources/blog/crema-finance-exploit
NIRVA-2025-02-03,2025-02-03,Nirvana Finance,Solana,3500000.0,0.0,False,Non-EVM,Protocol,Signer Set,0.0,0.0,100.0,Reactive (0%),Flash loan price manipulation. Treasury drained.,unofficial_postmortem,high,https://medium.com/nirvanafinance/technical-post-mortem-d738935aeec
SUPERFLUID-2022-02-08,2022-02-08,Superfluid,Multi-chain,13000000.0,0.0,True,Other/Multi,Protocol,Signer Set,0.0,246.0,0.0,Reactive (0%),Superfluid context forgery ($13M+ at risk). Protocol frozen in ~4h.,official_postmortem,high,https://medium.com/superfluid-blog/08-02-22-exploit-post-mortem-15ff9c97cdd
ALPHAHOMORA-2021-02-13,2021-02-13,Alpha Homora V2,Ethereum,37500000.0,0.0,True,EVM,Protocol,Governance,0.0,720.0,0.0,Reactive (0%),Internal debt manipulation. Iron Bank paused supply/borrow.,rekt_news,high,https://rekt.news/alpha-finance-rekt/
AURORY-2023-12-15,2023-12-15,Aurory,Solana,830000.0,0.0,False,Non-EVM,Network,Signer Set,0.0,120.0,0.0,Reactive (0%),SyncSpace exploit. Team disabled bridge to contain breach.,unofficial_postmortem,high,https://medium.com/@rohitrohitgjpr/history-of-solana-security-incidents-a-deep-dive-into-outages-exploits-and-evolution-a2b9c4d5e4c3
